Fraction of Charged Amino Acids,Sequence Hydrophobic Patterning
0.20789473684210527,0.7306629600488088
0.20925925925925926,0.7913662603581553
0.26959247648902823,0.6851734852484056
0.26666666666666666,0.6354142266681091
0.281767955801105,0.6296562627356695
0.1228813559322034,0.6765097719076121
0.2552552552552553,0.7168021058868546
0.3490566037735849,0.6257187316374668
0.32972972972972975,0.617458074087697
0.26666666666666666,0.9000997857135346
0.17938931297709923,0.6807665940888389
0.282,0.7792412669171476
0.3402777777777778,0.5598552675575573
0.26881720430107525,0.6440002782619465
0.21262458471760798,0.6866825511878819
0.2857142857142857,0.5889424762217833
0.30405405405405406,0.768704330276607
0.2975206611570248,0.5546984544049659
0.2222222222222222,0.47221759962988646
0.26382978723404255,0.6776068730892084
0.2787456445993031,0.7696433013267242
0.10752688172043011,0.5192501194514104
0.2830188679245283,0.6220882829940396
0.13924050632911392,0.7169422972879422
0.27586206896551724,0.7135210561556813
0.18562874251497005,0.7444715254327036
0.2556818181818182,0.7373822019469498
0.28888888888888886,0.7160975915940981
0.4084507042253521,0.4608298775711338
0.2597402597402597,0.6485447743302581
0.21397379912663755,0.6843767907139222
0.2445054945054945,0.7263065761595017
0.16167664670658682,0.6172946321301216
0.25477707006369427,0.5916250239518104
0.4,0.5154508109109391
0.23577235772357724,0.5512435874081127
0.2340764331210191,0.7944143356328678
0.22140221402214022,0.6829680833978398
0.2840466926070039,0.7059339563464706
0.31718061674008813,0.6603744989349692
0.18973214285714285,0.7438889108728386
0.2374727668845316,0.7548270101195976
0.21303656597774245,0.802053356016888
0.1879049676025918,0.7560999780762865
0.3076923076923077,0.5230135391338445
0.1694915254237288,0.7676430244358519
0.17757009345794392,0.6636733816036114
0.2810810810810811,0.6047989586889017
0.11152416356877323,0.6949914195716093
0.3333333333333333,0.405346438893234
0.23148148148148148,0.5634528984474251
0.23688969258589512,0.8002467354821505
0.21568627450980393,0.608659012765836
0.3258426966292135,0.7332864706342773
0.3291139240506329,0.6345168587639546
0.16296296296296298,0.575119432898367
0.2064516129032258,0.6229390065426673
0.40384615384615385,0.43111787656602213
0.2616033755274262,0.6667172589115247
0.29025844930417494,0.7345599836815119
0.18770226537216828,0.6951730477784882
0.19879518072289157,0.7000026649588778
0.25274725274725274,0.5351467896442124
0.15833333333333333,0.5966943644996383
0.17573221757322174,0.7011118875719872
0.2465753424657534,0.6045194276056024
0.26745718050065875,0.815323864625124
0.3188405797101449,0.6292908507754132
0.28901734104046245,0.572350996613022
0.2565789473684211,0.6992248892677947
0.2719546742209632,0.7055719487789696
0.11363636363636363,0.7500969419752495
0.27702702702702703,0.7223619241777581
0.2716049382716049,0.49909445747237174
0.28205128205128205,0.5326227776369502
0.33482142857142855,0.6639900183992641
0.2360248447204969,0.6364465037468802
0.23786407766990292,0.656305295718044
0.26875,0.6282428841404718
0.19483101391650098,0.7862942147358088
0.29107981220657275,0.6557969920037231
0.14864864864864866,0.6712657512945643
0.2535211267605634,0.6229013936085098
0.30303030303030304,0.5874895378827304
0.21451104100946372,0.7161514132041229
0.2655038759689923,0.768073110416726
0.23389830508474577,0.6963831125919449
0.24444444444444444,0.7483590019449566
0.257372654155496,0.7067996891280529
0.26842105263157895,0.6309545773025325
0.17307692307692307,0.5531874473874315
0.252212389380531,0.6729083839443873
0.27970297029702973,0.7317386586751302
0.3287671232876712,0.4872149359614352
0.2619047619047619,0.6060340000758211
0.2459016393442623,0.5014001320849647
0.28353658536585363,0.7056077568221188
0.35514018691588783,0.5486787410425397
0.26455026455026454,0.6323047988367057
0.19954648526077098,0.7650699084913302
0.3127962085308057,0.6221299256172375
0.19742489270386265,0.6872498243213387
0.2216867469879518,0.7665687791887233
0.297029702970297,0.6369425967615078
0.2421875,0.5950411165290055
0.2495921696574225,0.7789445451808003
0.2833333333333333,0.5859036852415447
0.2669491525423729,0.6550880728911702
0.23243243243243245,0.628512575447906
0.2917771883289125,0.7287377741652858
0.31,0.6355773553128637
0.30864197530864196,0.5332717468742744
0.18232044198895028,0.639257511161221
0.1957040572792363,0.7514250390900087
0.21428571428571427,0.5728073007773528
0.13023255813953488,0.6529764836301288
0.22429906542056074,0.7252480659326581
0.2983050847457627,0.6905668954612746
0.24188790560471976,0.7318699874848626
0.16718266253869968,0.7237885607029343
0.37962962962962965,0.5262650619594624
0.3146853146853147,0.5932193462251683
0.27450980392156865,0.563961646503611
0.323943661971831,0.5678557328302261
0.32057416267942584,0.6474446787978343
0.24305555555555555,0.6049144011943145
0.2934131736526946,0.7154800687251828
0.2727272727272727,0.38348362426261323
0.27692307692307694,0.7181391494000825
0.21532846715328466,0.6904286746355285
0.267578125,0.7706582602823818
0.2549019607843137,0.5993662844733497
0.2727272727272727,0.5832973388699186
0.32061068702290074,0.5772565097895305
0.2400990099009901,0.7526487122397393
0.16589861751152074,0.6465058030258063
0.30638297872340425,0.697593930304694
0.2676767676767677,0.7447969506201596
0.3069306930693069,0.532556438755126
0.26900584795321636,0.6048989560953967
0.2712765957446808,0.6385169863538825
0.2838709677419355,0.588889410217493
0.22448979591836735,0.6158004494956907
0.14215686274509803,0.6894294476867971
0.25476190476190474,0.7536968089987763
0.2032520325203252,0.5723492816360738
0.3103448275862069,0.48295167737802247
0.22727272727272727,0.7197882348087582
0.23841059602649006,0.609924338361415
0.25,0.5044283220037818
0.26756756756756755,0.7429971835154346
0.24210526315789474,0.6460444993224528
0.1865671641791045,0.7001999093032801
0.24870466321243523,0.6568095020170232
0.3532934131736527,0.5761183898641046
0.26256983240223464,0.6201090738530843
0.25477707006369427,0.6399501125219373
0.2817258883248731,0.7155739618937115
0.27896995708154504,0.6425809670978909
0.18208955223880596,0.7129069780002903
0.17491749174917492,0.7100306384040125
0.18454935622317598,0.6738143088997145
0.18789144050104384,0.744797780607742
0.2725274725274725,0.7358212295238248
0.27540500736377027,0.8021044548844197
0.27170868347338933,0.714574399133666
0.2754491017964072,0.6184674212654978
0.28083989501312334,0.7101805678153679
0.24509803921568626,0.576898320944439
0.20919540229885059,0.7488712582734722
0.2088888888888889,0.6821294357939899
0.31666666666666665,0.6235311387546355
0.23863636363636365,0.6185154762232992
0.30049261083743845,0.6397903920204854
0.3559322033898305,0.6489410295629777
0.2804878048780488,0.7485358936686458
0.2536231884057971,0.5795398430322098
0.2849462365591398,0.643093792876117
0.22435897435897437,0.6281152413346535
0.3103448275862069,0.45972847525583915
0.20930232558139536,0.6066936637903169
0.21518987341772153,0.4864796911564773
0.2765957446808511,0.7402280301322381
0.16759776536312848,0.6495292828095603
0.23863636363636365,0.5014387078423012
0.21478060046189376,0.7369402886840901
0.2465753424657534,0.7071413478399947
0.21487603305785125,0.7166480241914409
0.25736434108527134,0.815115790478469
0.25274725274725274,0.6278351897870436
0.24782608695652175,0.6644087076939524
0.45901639344262296,0.4070454987259623
0.3622448979591837,0.5925539879524105
0.20588235294117646,0.5886391731502074
0.17696629213483145,0.7498975527550519
0.14049586776859505,0.5993671889280384
0.3108108108108108,0.43411515940045414
0.3131868131868132,0.6020560146823974
0.29591836734693877,0.6857782241935954
0.22527472527472528,0.7267909250824659
0.24647887323943662,0.606106588870145
0.23076923076923078,0.6279281538120131
0.31155778894472363,0.7053202715824898
0.24915824915824916,0.7045873607069691
0.23218997361477572,0.7489541530692579
0.2727272727272727,0.5126743570002892
0.2608695652173913,0.6438100399068561
0.3193717277486911,0.6116236125961821
0.20502092050209206,0.765369549124602
0.24663677130044842,0.6528965455311129
0.3902439024390244,0.5026584889384379
0.32432432432432434,0.4695850548281424
0.31186440677966104,0.6738366355636786
0.2677966101694915,0.7254778127513701
0.2857142857142857,0.5308352332123764
0.28870292887029286,0.6591993977657808
0.2840466926070039,0.672852355277683
0.1885245901639344,0.5644701352466523
0.18461538461538463,0.5991888706522019
0.2969187675070028,0.7089100874663726
0.34065934065934067,0.4986312590683396
0.28112449799196787,0.6723843633034375
0.26996197718631176,0.669733292275644
0.33064516129032256,0.5839353362841587
0.27755102040816326,0.6751207959267301
0.22131147540983606,0.7438664197123311
0.2697768762677485,0.7606137083873058
0.24793388429752067,0.7661984503329352
0.325068870523416,0.7020951113097248
0.27419354838709675,0.5508514588531034
0.2882882882882883,0.54828236027985
0.3114754098360656,0.5427867931075595
0.21428571428571427,0.6355971423878963
0.15813953488372093,0.6723452715261238
0.2583732057416268,0.6592382104964073
0.2743362831858407,0.5610517321097596
0.23232323232323232,0.544431063481958
0.28735632183908044,0.6339352448934641
0.23728813559322035,0.48133436875744806
0.3384615384615385,0.490949551726981
0.2961165048543689,0.6444530226970125
0.24390243902439024,0.5601792681978475
0.2847682119205298,0.6955001389946168
0.32989690721649484,0.5278138140836
0.18770226537216828,0.7310111011004339
0.2956810631229236,0.7036412929897247
0.32727272727272727,0.4601013131239945
0.2554347826086957,0.735481988565
0.17765042979942694,0.7228082897616546
0.23214285714285715,0.6222374147053521
0.35294117647058826,0.5854795904968906
0.30236486486486486,0.7546329122080656
0.23218390804597702,0.7776640093569558
0.27007299270072993,0.6044352181378957
0.3602941176470588,0.5693058976962634
0.2552552552552553,0.7374202998335624
0.2474747474747475,0.6356677808973755
0.21649484536082475,0.5714406921671471
0.2851851851851852,0.6913078220386178
0.25333333333333335,0.7419644753264296
0.25688073394495414,0.5674083319903449
0.2893401015228426,0.6302144129556574
0.272108843537415,0.6151078639430383
0.2761394101876676,0.7251775611787369
0.23846153846153847,0.6049051358258607
0.23671497584541062,0.6504965694784016
0.34459459459459457,0.5773028415378701
0.20675105485232068,0.6797449147822284
0.30697674418604654,0.6390535751424582
0.26537216828478966,0.7092857812807463
0.3197278911564626,0.7035658761766612
0.12389380530973451,0.5764476771472213
0.17754569190600522,0.7447718646047122
0.2994350282485876,0.5996433283594963
0.2682926829268293,0.6533279595626658
0.2251655629139073,0.6830762176777052
0.20294599018003273,0.8071193799099385
0.259825327510917,0.7568602161835014
0.3279742765273312,0.6951295250563267
0.29064039408866993,0.6217348565595686
0.272,0.5864282576563593
0.27824267782426776,0.775433059279937
0.325,0.5820599751790667
0.2815533980582524,0.5764343578634324
0.2516778523489933,0.6910688943775357
0.3888888888888889,0.6458949237852966
0.2777777777777778,0.5359642569000928
0.28415300546448086,0.6455359307805882
0.2152777777777778,0.6909107277080291
0.3503184713375796,0.6286623025004955
0.34296028880866425,0.6806484437198334
0.1488095238095238,0.6318981979915788
0.2808219178082192,0.6240149601558368
0.29158512720156554,0.767716010090022
0.20077220077220076,0.6855597692241764
0.25165562913907286,0.6166708179415118
0.19230769230769232,0.7352491010997477
0.23232323232323232,0.6054751218115927
0.2375,0.6231573857624481
0.2537764350453172,0.7174963743072645
0.27450980392156865,0.7399367066509878
0.3684210526315789,0.6506396075104613
0.25773195876288657,0.5414448587316831
0.1602787456445993,0.8092344841010923
0.3016759776536313,0.61381337625612
0.2131782945736434,0.7012985558295622
0.2361111111111111,0.721714739063786
0.2358490566037736,0.6421566721068431
0.20270270270270271,0.5120036418092478
0.24150943396226415,0.663896544082649
0.2459016393442623,0.4413326355791857
0.25,0.48208507013134694
0.4647887323943662,0.4742274548941052
0.2585669781931464,0.7218138090642353
0.18974358974358974,0.6683206463790361
0.23953488372093024,0.7524236163341922
0.27167630057803466,0.6447790842152953
0.28611898016997167,0.7282823362964841
0.2595078299776286,0.7386927860143664
0.4,0.5706296619950401
0.21754385964912282,0.6890444282026036
0.22955974842767296,0.695551474423072
0.270935960591133,0.75386372906116
0.14418604651162792,0.6515698431771207
0.2813688212927757,0.6734540886627617
0.33220338983050846,0.6854765785791098
0.23008849557522124,0.6466492396900013
0.13071895424836602,0.7052243543453155
0.2518518518518518,0.6172429915465742
0.3096446700507614,0.5952552503699852
0.23012048192771084,0.8423922959735389
0.23232323232323232,0.5706435598371432
0.23232323232323232,0.5706435598371432
0.3,0.4488991216583513
0.34285714285714286,0.556853177552311
0.13917525773195877,0.6375171031389102
0.29012345679012347,0.6009105023075177
0.16346153846153846,0.6740454674356815
0.273542600896861,0.6581220057613144
0.26174496644295303,0.7066693700505372
0.32526881720430106,0.7441498962119438
0.2361111111111111,0.6147838096882299
0.309375,0.7016953931112383
0.2852760736196319,0.7266367891802958
0.2937853107344633,0.6190761083630407
0.27927927927927926,0.5434748053358088
0.24107142857142858,0.5809097496464162
0.2535612535612536,0.709090729777021
0.2627118644067797,0.6815146876209522
0.2727272727272727,0.8259389743248285
0.16991643454038996,0.7318715503657655
0.17408906882591094,0.6839011656722026
0.2152777777777778,0.6003613792901874
0.30196078431372547,0.6590008136628204
0.27413127413127414,0.6521567679162444
0.1749271137026239,0.8208020759414943
0.10714285714285714,0.6298733018024144
0.1641025641025641,0.6529005432507075
0.2903225806451613,0.6045551329392265
0.1375,0.6702435094975614
0.13953488372093023,0.7309832192290113
0.2822966507177033,0.6337331343036198
0.21052631578947367,0.6935844897339468
0.23624595469255663,0.7735429755371606
0.2857142857142857,0.5452458670749927
0.2736842105263158,0.6806548024626559
0.18944099378881987,0.7192609260054978
0.3282051282051282,0.6231431373804089
0.33067729083665337,0.6694612947259875
0.26813880126182965,0.7123611548072998
0.16151202749140894,0.6646681115916484
0.3617021276595745,0.6261390386822356
0.2777777777777778,0.6836908399092644
0.21532846715328466,0.6745191412364325
0.2415902140672783,0.7162689066432913
0.22115384615384615,0.7459338508533797
0.30405405405405406,0.5921817594994407
0.296,0.5785469912178121
0.2440944881889764,0.5781231243727862
0.23978201634877383,0.7413721442961622
0.27102803738317754,0.6225531143959372
0.23294117647058823,0.7455163607964808
0.26875,0.6147915143602019
0.24629080118694363,0.6995978412948528
0.2073170731707317,0.5328238903974886
0.2577639751552795,0.7059296555305028
0.28354430379746837,0.7283252131492758
0.3368421052631579,0.5260454656947516
0.3007915567282322,0.7286487468249124
0.3684210526315789,0.72186445959763
0.28888888888888886,0.5880939193826842
0.2168284789644013,0.7187027743821996
0.19310344827586207,0.6405893204506675
0.2372093023255814,0.7492742201642746
0.2171945701357466,0.6477683217536314
0.2014388489208633,0.61447392292908
0.1790633608815427,0.7608148939548208
0.19571045576407506,0.7460238253873748
0.2606060606060606,0.7336627449112307
0.3023255813953488,0.5855976460351169
0.21359223300970873,0.7076836294710109
0.2235294117647059,0.6715633664001547
0.2774566473988439,0.6156197417746261
0.3333333333333333,0.5553712953753606
0.2709677419354839,0.6273176133156528
0.3148148148148148,0.5395950536352018
0.17725752508361203,0.7049955788366222
0.22797927461139897,0.6499373048151627
0.17,0.7204869165558565
0.22340425531914893,0.6077154503487847
0.1891891891891892,0.69359602622834
0.19947159841479525,0.8287393378937759
0.3048780487804878,0.5115188067586376
0.1362126245847176,0.703504417715165
0.3224489795918367,0.6794788240598632
0.24437299035369775,0.6900176303307091
0.26605504587155965,0.7100480514980106
0.4057971014492754,0.4688513576634072
0.28078817733990147,0.7286965325413302
0.25,0.6684152993045488
0.288135593220339,0.6801234212054478
0.28368794326241137,0.597422488721465
0.2979274611398964,0.7118902831277449
0.3467741935483871,0.5629803499214815
0.24725274725274726,0.6190785255683094
0.19532908704883228,0.7546569671713795
0.3565217391304348,0.5708311325254379
0.2903225806451613,0.695806913704348
0.33170731707317075,0.62651919057496
0.1784037558685446,0.6587323793181312
0.30049261083743845,0.6578455331177617
0.234375,0.49139969116975
0.2236842105263158,0.6276696918499888
0.3475609756097561,0.6077266783946137
0.3046875,0.5721681013026987
0.225,0.6700573600442734
0.3317757009345794,0.667401361206176
0.23076923076923078,0.6445120788741401
0.3277310924369748,0.5141926943451557
0.21204188481675393,0.7324192182235599
0.2893081761006289,0.6204937549171784
0.24369747899159663,0.678814941507393
0.2916666666666667,0.6895429387232885
0.2607594936708861,0.7344367527310826
0.2682926829268293,0.5961032174678436
0.28034682080924855,0.7213278481635236
0.21103117505995203,0.7580530054918707
0.26785714285714285,0.5865154854779325
0.15384615384615385,0.756332188436289
0.2453416149068323,0.7319527978194743
0.3049645390070922,0.5779789257954052
0.33015873015873015,0.6984398008307756
0.23465703971119134,0.686681572999277
0.33766233766233766,0.5071641854253223
0.2777777777777778,0.7011429111454899
0.27953890489913547,0.7166453128014945
0.11356466876971609,0.7503476829993991
0.3,0.5311058575173989
0.1936619718309859,0.6958205034393408
0.29411764705882354,0.516471595151858
0.1822863027806385,0.8810143382329776
0.12186379928315412,0.699367835105124
0.2411764705882353,0.6400901279842305
0.24347826086956523,0.5987807562348448
0.2088607594936709,0.7219828114927064
0.32589285714285715,0.6438853884319131
0.389937106918239,0.5781614313970178
0.3163265306122449,0.5326532373822414
0.328125,0.5460370175156022
0.2784503631961259,0.7496494030552834
0.29959514170040485,0.688455746343518
0.3431372549019608,0.5313100720858079
0.34057971014492755,0.578999873571314
0.25609756097560976,0.6324594748056861
0.2835820895522388,0.5616724372879117
0.34554973821989526,0.6123556356273745
0.3525641025641026,0.5662639697038837
0.14925373134328357,0.4908754838279004
0.4154929577464789,0.5568189664270938
0.2815126050420168,0.7568929387309924
0.35507246376811596,0.5729751675858522
0.31313131313131315,0.5009497678100401
0.3006134969325153,0.5805547451298971
0.32075471698113206,0.5497369727821394
0.3412322274881517,0.6521233368103022
0.2602040816326531,0.6175570888546716
0.34459459459459457,0.5797019592542371
0.30578512396694213,0.5572675538132037
0.2602040816326531,0.7473896334661888
0.24444444444444444,0.5536748121897155
0.2640449438202247,0.7169926232116706
0.2857142857142857,0.7718205553805539
0.21875,0.6609850790142875
0.3175182481751825,0.6790682526076142
0.20718232044198895,0.7061385976433836
0.17894736842105263,0.6403891818400325
0.15625,0.5470403657850845
0.23964497041420119,0.7195208996333238
0.23272727272727273,0.7045840163282308
0.2786885245901639,0.5717304149330434
0.26450116009280744,0.7508999150741716
0.2682926829268293,0.4532985377985524
0.2731707317073171,0.6604602155723218
0.4025974025974026,0.4991840943145382
0.22878228782287824,0.7082381797215077
0.24468085106382978,0.6905927380320153
0.25,0.6012717915434436
0.4215686274509804,0.544484800640401
0.3103448275862069,0.6244957390269249
0.29545454545454547,0.5387747495908866
0.27071823204419887,0.7424964141315502
0.28,0.7012854261356355
0.27672955974842767,0.6240325786787013
0.25,0.42001691069121305
0.20952380952380953,0.7002829039478426
0.11504424778761062,0.5867565214730331
0.30687830687830686,0.7260241358990057
0.29411764705882354,0.5396590055250611
0.19745222929936307,0.7318535915685664
0.4222222222222222,0.4135040232993473
0.24277456647398843,0.7194158758466748
0.28184281842818426,0.722544131151216
0.2545454545454545,0.7459517974401157
0.25149700598802394,0.6371260295911301
0.17747440273037543,0.7101188540081992
0.11392405063291139,0.647106448190284
0.15789473684210525,0.5970592286118218
0.2323529411764706,0.7250783023094945
0.12413793103448276,0.6108025571333845
0.24787775891341257,0.7990894270019697
0.22916666666666666,0.560430664687631
0.22332015810276679,0.765419286823098
0.34234234234234234,0.5516220880560594
0.3870967741935484,0.5771466371946691
0.3469945355191257,0.7076188560881218
0.24787775891341257,0.7938627260828427
0.3176470588235294,0.669937474743586
0.26666666666666666,0.5788497489985039
0.2849462365591398,0.6592419319546798
0.2577447335811648,0.8185174643922674
0.3058823529411765,0.6212395944793468
0.2905405405405405,0.6876599654664215
0.3261538461538461,0.6921953953044842
0.29721362229102166,0.6909157426750806
0.27325581395348836,0.7200273368135877
0.2647058823529412,0.469057958189864
0.2857142857142857,0.6421733723960111
0.28125,0.6739923797751438
0.2565789473684211,0.7044730867054467
0.28820960698689957,0.6811814729082878
0.3013698630136986,0.4980809819520416
0.4387755102040816,0.5141101100681296
0.2833333333333333,0.47907958276851387
0.2802547770700637,0.6112074058905848
0.2981366459627329,0.6188254930256087
0.35714285714285715,0.5920540554231363
0.3275862068965517,0.6659244495614098
0.3087431693989071,0.7292210495650157
0.27927927927927926,0.5721334598460005
0.4357142857142857,0.5412063005089809
0.3125,0.5988022624936202
0.39072847682119205,0.584128680233884
0.2638580931263858,0.7354005687451897
0.20689655172413793,0.5560372639720186
0.33088235294117646,0.5678209308683305
0.26666666666666666,0.5735096797084411
0.2751677852348993,0.6017982909500458
0.2581967213114754,0.6624664422907781
0.16030534351145037,0.605307424910624
0.1856594110115237,0.8247892509323397
0.19288389513108614,0.7875253906388231
0.2966360856269113,0.6946354569783721
0.2818057455540356,0.7948393714349724
0.28160919540229884,0.6342831985142836
0.27759197324414714,0.6951538685082281
0.26383763837638374,0.769916615825178
0.30952380952380953,0.5435214520491206
0.23275862068965517,0.6595320952409872
0.20133111480865223,0.7769088466424824
0.26174496644295303,0.6008039479307051
0.1971326164874552,0.7845248378623471
0.2818181818181818,0.8099480918885523
0.2947103274559194,0.7461850852162115
0.20898876404494382,0.7561026099744588
0.26285714285714284,0.622574734079582
0.2535885167464115,0.6771737799385277
0.1878453038674033,0.601752714348823
0.2727272727272727,0.6152417810346766
0.3567251461988304,0.6187711677646627
0.07727272727272727,0.7392092592989625
0.28104575163398693,0.6006379793661836
0.17427385892116182,0.7589719080175998
0.3157894736842105,0.6765710697750095
0.3089700996677741,0.7084655587660351
0.3114754098360656,0.5440267087004691
0.3080568720379147,0.6338991770055942
0.3524590163934426,0.5582815158261761
0.36054421768707484,0.5883417178185898
0.23255813953488372,0.39790833060426756
0.19181034482758622,0.7400769861368095
0.24444444444444444,0.5847986292938484
0.3333333333333333,0.6025235807372048
0.25225225225225223,0.7276237080323409
0.32051282051282054,0.4850945000916571
0.2644927536231884,0.6810880447246728
0.15668202764976957,0.7497148776562211
0.3140495867768595,0.5953667826837332
0.24892703862660945,0.6795342024956783
0.2757009345794392,0.6497582973904776
0.2774725274725275,0.7362574470621114
0.4298245614035088,0.5039379745466733
0.2903225806451613,0.5458704950599125
0.28484848484848485,0.6028214210845141
0.32051282051282054,0.6117885760797607
0.30935251798561153,0.7565587733330179
0.2727272727272727,0.6797916524666305
0.22884615384615384,0.7841323628308396
0.17819148936170212,0.8302742841039903
0.2652671755725191,0.7811978906328084
0.21926910299003322,0.8053860180955447
0.4,0.5189414983578712
0.25333333333333335,0.6200012572613511
0.3271889400921659,0.7515161931366101
0.3045977011494253,0.617959392054783
0.25203252032520324,0.5770349828581802
0.23529411764705882,0.5929851278972459
0.2825278810408922,0.7790112289073007
0.29896907216494845,0.6918104626293747
0.27794561933534745,0.7176220386247975
0.2833333333333333,0.6748956955314677
0.3630952380952381,0.5978363580083285
0.26975476839237056,0.7278142843527652
0.25,0.7165137156998821
0.21306818181818182,0.75479563882975
0.30864197530864196,0.6058843705580598
0.31645569620253167,0.4993890597068138
0.2815533980582524,0.5630937906196329
0.29141104294478526,0.6974126081809712
0.24,0.5689392330012953
0.11961722488038277,0.8208857469648945
0.29296875,0.672406738251477
0.2890792291220557,0.7596874871768926
0.26141078838174275,0.6532214031733183
0.2222222222222222,0.5930186130836803
0.09821428571428571,0.6671849352380328
0.2467948717948718,0.7112053426164413
0.18765432098765433,0.7381241307781735
0.28662420382165604,0.5815752790578479
0.25833333333333336,0.552123240184215
0.2848297213622291,0.7023902730939844
0.29508196721311475,0.4780375368345302
0.31728045325779036,0.730426606539075
0.2705479452054795,0.6842305245052912
0.28316326530612246,0.7217183319334052
0.18725868725868725,0.7947181513251388
0.3641304347826087,0.6066399117276751
0.2145922746781116,0.6819160851073983
0.21904761904761905,0.6764371251221158
0.29518072289156627,0.7062543629043012
0.2608695652173913,0.5846853913396397
0.45054945054945056,0.4998991709534766
0.19683257918552036,0.7475677314999165
0.3645833333333333,0.5356607858396065
0.3045977011494253,0.6124007220155234
0.315625,0.6815407278097158
0.2558139534883721,0.6462573801541328
0.27044025157232704,0.6339198858269306
0.2391304347826087,0.7372763825163011
0.2376237623762376,0.7010518927999592
0.3333333333333333,0.6864788621823266
0.23616734143049933,0.8330725366963239
0.1375,0.7298738591071448
0.2538860103626943,0.6466229281611846
0.25333333333333335,0.7374621576853838
0.27941176470588236,0.6271657885383586
0.16272965879265092,0.7416287437150095
0.28810408921933084,0.7721921160643617
0.2768361581920904,0.601361905245013
0.26,0.6398065744090337
0.28717948717948716,0.6494730081581729
0.26256983240223464,0.6224808846172368
